Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,False
Toyota,RAV4,1.8,Hybrid,2010,26103,29695,Volkswagen
Ford,Focus,2.0,Petrol,2013,23748,26459,Volkswagen
Ford,Fiesta,1.4,Petrol,2004,131412,4024,Volkswagen
Volkswagen,Polo,2.0,Petrol,1995,125479,2838,Volkswagen
Ford,Fiesta,1.4,Petrol,2006,107004,5545,Volkswagen
Volkswagen,Polo,1.0,Petrol,1995,144671,1723,Volkswagen
Toyota,RAV4,2.4,Hybrid,2008,56295,25026,Volkswagen
Toyota,Yaris,1.2,Hybrid,1995,34599,5559,Volkswagen
Ford,Fiesta,1.4,Petrol,2011,72813,9867,Volkswagen
Ford,Fiesta,1.4,Petrol,2011,41748,12034,Volkswagen
Volkswagen,Polo,1.6,Petrol,2020,11252,28589,Volkswagen
Porsche,911,3.5,Petrol,2000,157266,13499,Volkswagen
Toyota,RAV4,2.2,Petrol,1998,137395,5706,Volkswagen
Porsche,Cayenne,4.0,Petrol,2010,53146,40646,Volkswagen
Ford,Focus,1.8,Petrol,2013,59401,20251,Volkswagen
BMW,M5,4.4,Petrol,1997,115910,14559,Volkswagen
Toyota,Prius,1.0,Hybrid,2002,205959,2871,Volkswagen
Ford,Focus,2.0,Petrol,1992,194081,1858,Volkswagen
BMW,X3,2.0,Diesel,1990,228566,1454,Volkswagen
Toyota,Yaris,1.4,Petrol,2003,168499,3220,Volkswagen
Ford,Focus,1.6,Hybrid,2008,57659,16601,Volkswagen
Ford,Mondeo,1.8,Diesel,2000,86237,7390,Volkswagen
Volkswagen,Passat,1.8,Diesel,1998,145457,4357,Volkswagen
Toyota,Prius,1.8,Hybrid,2018,45088,38517,Volkswagen
Porsche,Cayenne,3.0,Diesel,2006,8500,36613,Volkswagen
BMW,Z4,2.2,Petrol,2000,120332,6741,Volkswagen
Ford,Mondeo,2.0,Diesel,2009,95536,13285,Volkswagen
Toyota,RAV4,2.0,Hybrid,2000,154668,6484,Volkswagen
Ford,Focus,1.0,Petrol,2007,126362,6267,Volkswagen
Ford,Mondeo,2.0,Diesel,1997,117678,5063,Volkswagen
Toyota,RAV4,2.4,Petrol,2000,145425,6384,Volkswagen
Toyota,Yaris,1.0,Hybrid,1994,248230,883,Volkswagen
Toyota,Prius,1.0,Hybrid,1990,183403,1571,Volkswagen
Volkswagen,Golf,1.8,Petrol,2000,161531,3333,Volkswagen
Toyota,Yaris,1.4,Petrol,2011,102953,9234,Volkswagen
Porsche,911,2.2,Petrol,2009,107551,28866,Volkswagen
Volkswagen,Polo,1.2,Petrol,2016,43872,15754,Volkswagen
Ford,Focus,1.4,Diesel,1997,181901,2531,Volkswagen
BMW,M5,5.0,Petrol,2002,117615,21380,Volkswagen
Toyota,Prius,1.8,Hybrid,1997,123895,5482,Volkswagen
Toyota,RAV4,1.8,Hybrid,2007,123234,12615,Volkswagen
Volkswagen,Golf,2.0,Diesel,1988,155924,1736,Volkswagen
Toyota,Yaris,1.0,Hybrid,2021,16765,31758,Volkswagen
Volkswagen,Passat,2.0,Diesel,2003,133711,7043,Volkswagen
BMW,X3,2.0,Diesel,1994,250866,1548,Volkswagen
Ford,Fiesta,1.0,Petrol,2013,7837,14059,Volkswagen
BMW,Z4,2.2,Petrol,1987,213115,1302,Volkswagen
Toyota,Prius,1.8,Hybrid,2021,16431,55491,Volkswagen
Volkswagen,Golf,1.4,Diesel,1996,158693,2421,Volkswagen
Volkswagen,Polo,1.2,Diesel,1985,245418,422,Volkswagen
Volkswagen,Polo,2.0,Petrol,1994,246013,941,Volkswagen
Toyota,Prius,1.0,Hybrid,1999,118288,4875,Volkswagen
Toyota,RAV4,2.4,Hybrid,1995,124554,6478,Volkswagen
Toyota,RAV4,2.4,Hybrid,2001,123132,9772,Volkswagen
Volkswagen,Golf,1.4,Petrol,1991,198390,1176,Volkswagen
Ford,Mondeo,1.6,Diesel,2017,20246,32777,Volkswagen
Ford,Fiesta,1.0,Hybrid,1991,287300,433,Volkswagen
Ford,Fiesta,1.4,Petrol,2004,179340,2710,Volkswagen
BMW,Z4,2.0,Petrol,2013,30757,28062,Volkswagen
Ford,Fiesta,1.0,Petrol,2016,43996,14002,Volkswagen
Ford,Fiesta,1.2,Hybrid,1998,185125,1920,Volkswagen
Ford,Focus,1.0,Petrol,2009,97557,8897,Volkswagen
Toyota,RAV4,2.4,Hybrid,1992,254327,1729,Volkswagen
Volkswagen,Polo,1.2,Petrol,2003,138063,3393,Volkswagen
Toyota,Prius,1.8,Hybrid,1999,76584,8851,Volkswagen
Ford,Fiesta,1.2,Petrol,2002,87921,4516,Volkswagen
Ford,Fiesta,1.0,Petrol,2009,63339,7772,Volkswagen
Toyota,Yaris,1.2,Hybrid,2013,46358,17199,Volkswagen
Ford,Fiesta,1.0,Diesel,2013,80248,9510,Volkswagen
Porsche,911,2.2,Petrol,1987,144342,5001,Volkswagen
BMW,X3,3.0,Diesel,2000,236569,3226,Volkswagen
Toyota,RAV4,2.2,Hybrid,1996,146883,5551,Volkswagen
Toyota,Yaris,1.4,Petrol,1997,196721,1692,Volkswagen
Toyota,RAV4,2.2,Petrol,2009,103107,15462,Volkswagen
Porsche,Cayenne,3.5,Diesel,2015,24372,66130,Volkswagen
BMW,M5,4.4,Petrol,2006,135326,22808,Volkswagen
Porsche,Cayenne,4.0,Petrol,2021,10312,108416,Volkswagen
Ford,Focus,1.8,Diesel,1992,211681,1584,Volkswagen
Ford,Fiesta,1.4,Petrol,2015,47274,15191,Volkswagen
Toyota,RAV4,2.4,Hybrid,2019,33033,60045,Volkswagen
Toyota,Prius,1.4,Hybrid,2005,97990,10013,Volkswagen
BMW,Z4,3.0,Petrol,2015,77844,29164,Volkswagen
Volkswagen,Passat,2.0,Diesel,2010,81158,16609,Volkswagen
Ford,Focus,1.6,Petrol,1985,262003,563,Volkswagen
BMW,X3,2.4,Diesel,1997,191390,3538,Volkswagen
Volkswagen,Passat,1.4,Petrol,2015,59836,21303,Volkswagen
Toyota,RAV4,2.2,Hybrid,2018,14258,59730,Volkswagen
Ford,Mondeo,1.4,Diesel,1991,154757,2114,Volkswagen
Volkswagen,Passat,1.6,Diesel,1999,135889,4742,Volkswagen
Toyota,Yaris,1.0,Hybrid,2009,63768,10768,Volkswagen
Ford,Fiesta,1.2,Petrol,2013,62026,11211,Volkswagen
Toyota,RAV4,2.0,Hybrid,1995,152620,4725,Volkswagen
Ford,Focus,1.6,Petrol,2015,31036,25944,Volkswagen
Ford,Mondeo,1.6,Petrol,1995,183450,2205,Volkswagen
BMW,X3,3.0,Diesel,2012,67864,28157,Volkswagen
Ford,Focus,2.0,Petrol,2016,33801,30513,Volkswagen
Ford,Fiesta,1.2,Petrol,1992,193384,998,Volkswagen
Toyota,RAV4,1.8,Hybrid,2016,41135,40581,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2020,18392,82031,Volkswagen
Volkswagen,Polo,1.2,Petrol,1991,133485,1581,Volkswagen
BMW,X3,3.0,Diesel,2016,38708,44174,Volkswagen
Volkswagen,Polo,1.4,Petrol,1995,152741,1909,Volkswagen
BMW,X3,2.4,Diesel,2015,66889,30960,Volkswagen
Ford,Mondeo,2.0,Diesel,2008,112327,10978,Volkswagen
Volkswagen,Polo,2.0,Petrol,2014,43810,17807,Volkswagen
Volkswagen,Golf,1.6,Diesel,1996,124522,3406,Volkswagen
Ford,Focus,1.4,Petrol,1987,18000,4037,Volkswagen
Ford,Focus,2.0,Petrol,1990,151923,2325,Volkswagen
Toyota,RAV4,1.8,Hybrid,2009,68423,21408,Volkswagen
Ford,Focus,1.0,Petrol,1990,126855,2010,Volkswagen
Ford,Fiesta,1.4,Diesel,2002,142068,3397,Volkswagen
Toyota,Prius,1.4,Hybrid,2010,132597,10744,Volkswagen
Ford,Focus,1.4,Petrol,1985,315674,316,Volkswagen
BMW,Z4,3.0,Petrol,2000,131670,7207,Volkswagen
Volkswagen,Golf,1.6,Petrol,2007,93326,8530,Volkswagen
Volkswagen,Polo,1.0,Petrol,2007,141924,3921,Volkswagen
BMW,Z4,3.0,Petrol,1986,285750,728,Volkswagen
Ford,Focus,1.6,Petrol,1995,140073,3196,Volkswagen
Toyota,RAV4,2.4,Hybrid,2014,50331,38765,Volkswagen
Volkswagen,Passat,1.8,Diesel,1999,182836,3406,Volkswagen
Volkswagen,Golf,2.0,Petrol,2017,3000,32412,Volkswagen
Ford,Focus,1.0,Diesel,2018,39860,24975,Volkswagen
Volkswagen,Golf,1.2,Diesel,2002,101151,5251,Volkswagen
Toyota,RAV4,2.4,Hybrid,2006,121870,13772,Volkswagen
BMW,X3,2.0,Diesel,2009,96745,15401,Volkswagen
Volkswagen,Passat,1.4,Petrol,2002,66000,8602,Volkswagen
Ford,Fiesta,1.4,Petrol,2014,67556,12482,Volkswagen
Ford,Mondeo,1.8,Petrol,2005,86945,9774,Volkswagen
Toyota,Yaris,1.4,Hybrid,2018,37467,27356,Volkswagen
Porsche,Cayenne,3.5,Petrol,2021,3484,105060,Volkswagen
BMW,Z4,2.2,Petrol,1998,191989,3267,Volkswagen
Toyota,RAV4,2.4,Hybrid,2008,74313,22230,Volkswagen
BMW,M5,5.0,Petrol,1994,161690,8812,Volkswagen
Ford,Focus,1.4,Petrol,2015,28952,24561,Volkswagen
Ford,Focus,2.0,Diesel,2011,99891,14842,Volkswagen
Volkswagen,Polo,1.2,Petrol,2008,30626,9996,Volkswagen
Ford,Mondeo,1.6,Hybrid,2000,72319,8764,Volkswagen
BMW,X3,2.0,Diesel,1985,292571,574,Volkswagen
Ford,Fiesta,1.2,Petrol,2012,28142,12899,Volkswagen
Ford,Mondeo,1.8,Diesel,2008,98167,11567,Volkswagen
Ford,Mondeo,2.0,Diesel,1994,130974,3738,Volkswagen
Toyota,Yaris,1.2,Petrol,2012,84859,10408,Volkswagen
Toyota,RAV4,2.2,Hybrid,1995,311342,1181,Volkswagen
Ford,Mondeo,1.6,Diesel,2003,86662,8485,Volkswagen
Toyota,RAV4,1.8,Hybrid,2013,50243,31423,Volkswagen
Ford,Focus,1.4,Petrol,1998,171338,2820,Volkswagen
BMW,Z4,2.4,Petrol,2015,31247,35026,Volkswagen
Ford,Focus,1.8,Petrol,2018,43839,31155,Volkswagen
Volkswagen,Golf,1.2,Diesel,2002,80490,6084,Volkswagen
Volkswagen,Passat,1.8,Diesel,2000,121795,6005,Volkswagen
Toyota,RAV4,2.2,Hybrid,2022,7455,80831,Volkswagen
Toyota,RAV4,1.8,Hybrid,1997,186047,3862,Volkswagen
Volkswagen,Passat,1.6,Diesel,2013,85279,17631,Volkswagen
Volkswagen,Passat,1.6,Diesel,2012,59580,19610,Volkswagen
Volkswagen,Polo,1.0,Petrol,1993,146691,1483,Volkswagen
Volkswagen,Golf,1.8,Diesel,2003,84770,7731,Volkswagen
Toyota,RAV4,1.8,Hybrid,2000,110892,8692,Volkswagen
Volkswagen,Passat,1.6,Diesel,2013,60586,20827,Volkswagen
Volkswagen,Passat,1.6,Diesel,2012,83752,16671,Volkswagen
Toyota,RAV4,2.2,Hybrid,2019,7694,66097,Volkswagen
Ford,Mondeo,2.0,Diesel,2018,26830,37758,Volkswagen
Toyota,RAV4,2.0,Hybrid,1993,185640,3129,Volkswagen
Ford,Focus,1.4,Diesel,2008,114763,9100,Volkswagen
Ford,Focus,1.6,Petrol,2006,107117,8589,Volkswagen
Toyota,RAV4,2.0,Hybrid,1992,225889,2049,Volkswagen
Toyota,Yaris,1.4,Hybrid,2002,63382,8010,Volkswagen
Toyota,RAV4,1.8,Hybrid,1992,230915,1857,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2013,64941,27481,Volkswagen
Ford,Fiesta,1.4,Petrol,1993,136701,1853,Volkswagen
Ford,Focus,1.8,Diesel,1996,121208,4413,Volkswagen
Ford,Mondeo,1.4,Diesel,2005,55851,11151,Volkswagen
Toyota,Yaris,1.4,Hybrid,1995,101472,3855,Volkswagen
Ford,Mondeo,2.0,Diesel,2007,66238,14238,Volkswagen
Ford,Focus,1.4,Petrol,1998,161330,3068,Volkswagen
Volkswagen,Golf,1.8,Petrol,2014,63409,17716,Volkswagen
Volkswagen,Passat,2.0,Diesel,2003,100186,9095,Volkswagen
Porsche,Cayenne,4.0,Diesel,2015,67214,54388,Volkswagen
BMW,Z4,2.2,Petrol,1989,135774,2869,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2007,129513,16323,Volkswagen
Volkswagen,Polo,1.0,Petrol,1994,142666,1638,Volkswagen
Ford,Focus,2.0,Petrol,1998,225361,2098,Volkswagen
Ford,Fiesta,1.2,Petrol,2020,14875,23663,Volkswagen
Volkswagen,Polo,1.6,Petrol,2012,86912,10500,Volkswagen
Toyota,Yaris,1.2,Hybrid,1989,17000,4115,Volkswagen
Porsche,718 Cayman,2.4,Petrol,1984,322971,483,Volkswagen
BMW,M5,4.0,Petrol,2013,31299,71336,Volkswagen
Volkswagen,Golf,1.4,Petrol,2003,92172,6162,Volkswagen
BMW,M5,4.0,Petrol,1999,188262,8772,Volkswagen
BMW,Z4,2.0,Petrol,2016,45400,31420,Volkswagen
Porsche,Cayenne,3.0,Petrol,2001,180752,7355,Volkswagen
Ford,Fiesta,1.4,Petrol,2011,46797,11670,Volkswagen
Ford,Focus,1.0,Petrol,1995,174926,1893,Volkswagen
Ford,Fiesta,1.4,Petrol,2013,43710,13588,Volkswagen
Ford,Focus,1.6,Petrol,2012,69915,16670,Volkswagen
Volkswagen,Polo,1.4,Petrol,2019,26346,23036,Volkswagen
Toyota,RAV4,2.0,Petrol,1995,101168,5880,Volkswagen
Toyota,Yaris,1.4,Petrol,1998,72678,4806,Volkswagen
Ford,Mondeo,2.0,Diesel,1993,199883,1963,Volkswagen
Volkswagen,Golf,2.0,Diesel,1993,94331,3909,Volkswagen
Ford,Focus,2.0,Hybrid,2001,157250,5560,Volkswagen
Volkswagen,Passat,1.8,Diesel,2002,117669,7082,Volkswagen
BMW,X3,2.4,Diesel,1988,136512,3073,Volkswagen
Porsche,718 Cayman,4.0,Petrol,1991,201704,3068,Volkswagen
Toyota,Yaris,1.4,Petrol,2001,152378,3223,Volkswagen
Volkswagen,Polo,2.0,Petrol,1988,338791,262,Volkswagen
Toyota,RAV4,2.2,Hybrid,2022,2587,82873,Volkswagen
Ford,Fiesta,1.2,Petrol,1995,186799,1291,Volkswagen
Toyota,Yaris,1.2,Hybrid,2018,29741,26494,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2006,84406,21357,Volkswagen
Toyota,RAV4,2.4,Hybrid,2012,77919,28319,Volkswagen
Toyota,Yaris,1.2,Petrol,2019,29951,23572,Volkswagen
Ford,Mondeo,1.6,Petrol,1999,187803,2773,Volkswagen
Ford,Mondeo,1.4,Diesel,1998,119620,4461,Volkswagen
Ford,Focus,1.4,Diesel,2007,21830,15748,Volkswagen
Volkswagen,Passat,1.8,Diesel,2011,32227,23008,Volkswagen
Toyota,Prius,1.4,Hybrid,1994,140841,3462,Volkswagen
BMW,M5,4.0,Petrol,2020,22013,119898,Volkswagen
Toyota,Prius,1.0,Hybrid,2014,46400,21813,Volkswagen
Volkswagen,Passat,1.4,Diesel,2016,37317,27487,Volkswagen
Ford,Mondeo,2.0,Diesel,2012,75930,18620,Volkswagen
BMW,X3,2.0,Petrol,1999,202037,3201,Volkswagen
BMW,M5,4.0,Petrol,1989,127393,7453,Volkswagen
Volkswagen,Polo,1.6,Petrol,2008,74305,8774,Volkswagen
Ford,Focus,1.0,Petrol,1995,153513,2265,Volkswagen
Volkswagen,Polo,1.6,Petrol,2018,45304,20606,Volkswagen
Ford,Focus,2.0,Petrol,1994,209429,1854,Volkswagen
Toyota,Prius,1.8,Hybrid,2016,40074,34747,Volkswagen
Volkswagen,Golf,1.6,Petrol,2018,25526,27467,Volkswagen
Porsche,Cayenne,3.0,Petrol,2007,128692,16845,Volkswagen
Ford,Fiesta,1.4,Hybrid,1999,98006,4458,Volkswagen
BMW,X3,2.4,Diesel,2006,85221,14996,Volkswagen
Ford,Fiesta,1.0,Petrol,2001,133561,2738,Volkswagen
BMW,Z4,2.0,Petrol,2007,48480,16920,Volkswagen
BMW,Z4,2.0,Petrol,1990,301244,669,Volkswagen
Ford,Focus,1.4,Petrol,2014,61220,18868,Volkswagen
Toyota,RAV4,2.2,Hybrid,1989,332382,646,Volkswagen
Volkswagen,Golf,2.0,Diesel,2001,195517,2948,Volkswagen
BMW,M5,5.0,Petrol,2015,34862,89261,Volkswagen
Volkswagen,Golf,1.4,Diesel,2009,49831,12818,Volkswagen
Toyota,RAV4,2.2,Hybrid,1993,185139,3296,Volkswagen
BMW,M5,4.0,Petrol,1995,122888,11515,Volkswagen
Volkswagen,Passat,1.8,Diesel,2021,8872,50971,Volkswagen
Ford,Mondeo,1.6,Diesel,1987,258897,689,Volkswagen
Volkswagen,Golf,1.6,Petrol,1993,298203,573,Volkswagen
Volkswagen,Polo,1.2,Petrol,2004,178408,2596,Volkswagen
Ford,Focus,1.6,Petrol,2016,53147,24268,Volkswagen
Volkswagen,Passat,1.6,Diesel,1998,205511,2464,Volkswagen
Porsche,718 Cayman,4.0,Petrol,1994,239106,2676,Volkswagen
BMW,X3,2.4,Diesel,1986,184904,1798,Volkswagen
Volkswagen,Passat,1.4,Diesel,1997,151355,3426,Volkswagen
Porsche,718 Cayman,4.0,Petrol,2013,52083,42210,Volkswagen
Volkswagen,Polo,1.4,Petrol,2000,191013,1926,Volkswagen
Volkswagen,Passat,1.4,Diesel,2001,139896,4909,Volkswagen
Volkswagen,Golf,1.8,Diesel,1994,111331,3498,Volkswagen
Ford,Focus,2.0,Petrol,2019,26572,38850,Volkswagen
Ford,Mondeo,1.4,Diesel,2011,82462,13933,Volkswagen
Ford,Mondeo,1.6,Diesel,2009,86678,12657,Volkswagen
Volkswagen,Passat,1.6,Petrol,2011,107756,12489,Volkswagen
BMW,X3,2.0,Petrol,1999,106551,7007,Volkswagen
Ford,Fiesta,1.0,Petrol,2015,60872,11782,Volkswagen
Ford,Focus,1.8,Diesel,2007,126661,8808,Volkswagen
Toyota,RAV4,2.0,Hybrid,2014,60188,33241,Volkswagen
Ford,Mondeo,1.4,Diesel,1998,215520,1995,Volkswagen
BMW,M5,5.0,Petrol,2012,50182,66615,Volkswagen
Ford,Focus,1.0,Diesel,2021,12616,35582,Volkswagen
Volkswagen,Golf,1.8,Diesel,2012,76792,14887,Volkswagen
Ford,Fiesta,1.0,Petrol,2010,61917,8385,Volkswagen
Ford,Focus,1.6,Petrol,2000,120811,5190,Volkswagen
Volkswagen,Passat,2.0,Petrol,2005,81952,11272,Volkswagen
Volkswagen,Passat,2.0,Diesel,2004,138869,7226,Volkswagen
Porsche,911,2.6,Petrol,2014,64867,59109,Volkswagen
Volkswagen,Passat,2.0,Petrol,2009,74235,15517,Volkswagen
Toyota,Prius,1.8,Hybrid,2020,20074,50891,Volkswagen
Ford,Focus,1.6,Petrol,1995,234975,1407,Volkswagen
Ford,Mondeo,2.0,Hybrid,2020,23238,50313,Volkswagen
Porsche,911,2.6,Petrol,2018,35700,92549,Volkswagen
Ford,Mondeo,2.0,Diesel,2001,159990,4712,Volkswagen
Volkswagen,Polo,1.0,Diesel,2000,129951,2840,Volkswagen
Volkswagen,Golf,1.2,Petrol,1988,127426,1611,Volkswagen
Ford,Fiesta,1.2,Petrol,2017,22383,18595,Volkswagen
Toyota,Yaris,1.0,Hybrid,2020,28024,27908,Volkswagen
BMW,X3,3.0,Petrol,2014,30613,38607,Volkswagen
Ford,Fiesta,1.0,Petrol,2014,48101,11950,Volkswagen
Volkswagen,Golf,1.2,Diesel,2005,116906,5700,Volkswagen
Ford,Focus,1.6,Petrol,1999,185525,2854,Volkswagen
Porsche,911,3.5,Petrol,2003,208259,10631,Volkswagen
Toyota,RAV4,2.4,Hybrid,1987,248752,1305,Volkswagen
BMW,X3,3.0,Diesel,1996,49584,10898,Volkswagen
Volkswagen,Golf,1.4,Petrol,1990,204381,1043,Volkswagen
Ford,Focus,2.0,Diesel,2010,64180,17789,Volkswagen
Toyota,Yaris,1.2,Hybrid,2000,184014,2565,Volkswagen
Ford,Mondeo,1.8,Diesel,2008,120909,9755,Volkswagen
Ford,Fiesta,1.0,Petrol,2006,97817,5014,Volkswagen
Volkswagen,Passat,1.4,Diesel,2003,171038,4338,Volkswagen
Ford,Fiesta,1.2,Petrol,2013,56994,11580,Volkswagen
Ford,Mondeo,1.4,Diesel,2017,18157,31013,Volkswagen
BMW,Z4,2.4,Petrol,2004,75012,12773,Volkswagen
Volkswagen,Golf,1.2,Petrol,2007,39177,10555,Volkswagen
Toyota,Yaris,1.0,Hybrid,2000,71356,5620,Volkswagen
Volkswagen,Polo,1.4,Petrol,2009,44859,10607,Volkswagen
Volkswagen,Polo,1.2,Petrol,2022,8323,28728,Volkswagen
BMW,Z4,2.2,Petrol,2009,91452,15220,Volkswagen
Ford,Fiesta,1.4,Petrol,1997,202891,1384,Volkswagen
Volkswagen,Polo,1.2,Petrol,2019,28507,21067,Volkswagen
Toyota,Prius,1.8,Hybrid,2006,117916,10460,Volkswagen
Ford,Mondeo,1.6,Diesel,1997,142484,3726,Volkswagen
Toyota,Yaris,1.4,Hybrid,1998,148898,3258,Volkswagen
Ford,Mondeo,1.8,Hybrid,1995,155411,3557,Volkswagen
Ford,Focus,1.0,Diesel,2004,166171,3900,Volkswagen
Volkswagen,Polo,1.0,Petrol,1998,168223,1732,Volkswagen
Toyota,Prius,1.8,Hybrid,1993,143865,3584,Volkswagen
Ford,Fiesta,1.2,Petrol,2001,100034,3873,Volkswagen
Toyota,Yaris,1.2,Petrol,1997,151666,2298,Volkswagen
Porsche,911,3.5,Petrol,1991,258729,3016,Volkswagen
Volkswagen,Polo,1.2,Petrol,2015,54215,13822,Volkswagen
Toyota,RAV4,1.8,Petrol,1993,222344,1788,Volkswagen
BMW,X3,2.4,Diesel,2000,133087,7027,Volkswagen
Volkswagen,Passat,2.0,Petrol,1990,229192,1244,Volkswagen
Ford,Mondeo,1.4,Diesel,1998,194092,2412,Volkswagen
Volkswagen,Passat,1.8,Diesel,2001,149555,5148,Volkswagen
Toyota,RAV4,2.0,Hybrid,1997,108555,7634,Volkswagen
BMW,Z4,2.2,Petrol,2012,39840,26103,Volkswagen
Ford,Fiesta,1.2,Petrol,1985,58798,1770,Volkswagen
Ford,Mondeo,1.8,Diesel,2017,13479,36064,Volkswagen
Volkswagen,Polo,1.2,Petrol,2007,114429,5326,Volkswagen
Toyota,Prius,1.4,Hybrid,1997,204469,2466,Volkswagen
Ford,Mondeo,1.8,Petrol,1989,114982,2739,Volkswagen
Volkswagen,Golf,1.4,Petrol,2017,46928,21187,Volkswagen
Toyota,Prius,1.0,Hybrid,2016,27839,27817,Volkswagen
Toyota,Yaris,1.2,Petrol,2022,5417,32902,Volkswagen
Toyota,RAV4,2.0,Hybrid,2001,151393,7120,Volkswagen
Toyota,Yaris,1.4,Hybrid,1995,163264,2368,Volkswagen
Toyota,Prius,1.4,Hybrid,1991,221680,1417,Volkswagen
Volkswagen,Polo,1.4,Petrol,1990,119871,1777,Volkswagen
Toyota,RAV4,1.8,Hybrid,2002,146392,7521,Volkswagen
BMW,Z4,2.0,Petrol,2009,70986,16721,Volkswagen
Toyota,Yaris,1.2,Petrol,1992,290456,475,Volkswagen
Toyota,Yaris,1.2,Petrol,2004,101673,5412,Volkswagen
Ford,Focus,1.6,Diesel,1990,213289,1288,Volkswagen
Toyota,RAV4,2.0,Hybrid,2003,133739,9380,Volkswagen
BMW,X3,2.4,Diesel,1992,301708,920,Volkswagen
BMW,Z4,2.4,Petrol,1995,264670,1446,Volkswagen
BMW,Z4,2.4,Petrol,2017,58142,33968,Volkswagen
Volkswagen,Passat,1.8,Petrol,1990,298113,621,Volkswagen
Toyota,Yaris,1.4,Hybrid,2001,183107,2985,Volkswagen
Ford,Focus,2.0,Hybrid,1992,150186,3234,Volkswagen
Volkswagen,Golf,1.2,Petrol,1993,172576,1555,Volkswagen
Toyota,Yaris,1.4,Hybrid,1990,193772,1307,Volkswagen
BMW,X3,3.0,Petrol,2012,102066,21106,Volkswagen
Volkswagen,Golf,2.0,Petrol,2004,141499,5406,Volkswagen
Volkswagen,Polo,1.4,Petrol,2005,77093,6593,Volkswagen
Ford,Mondeo,1.6,Diesel,1999,270574,1375,Volkswagen
Ford,Mondeo,1.6,Diesel,2009,71293,14070,Volkswagen
Volkswagen,Passat,1.6,Diesel,2009,40464,18084,Volkswagen
Ford,Fiesta,1.0,Petrol,1990,220840,625,Volkswagen
Volkswagen,Golf,1.6,Petrol,1996,135655,2972,Volkswagen
Toyota,Yaris,1.2,Hybrid,2000,140745,3681,Volkswagen
Volkswagen,Golf,1.2,Petrol,2014,39668,16782,Volkswagen
Ford,Fiesta,1.2,Diesel,2010,59473,9798,Volkswagen
Volkswagen,Polo,1.2,Petrol,1991,186048,1021,Volkswagen
Ford,Focus,2.0,Petrol,1991,230386,1257,Volkswagen
Volkswagen,Polo,1.0,Petrol,2012,20651,12603,Volkswagen
BMW,M5,4.4,Petrol,2000,191763,9539,Volkswagen
Volkswagen,Golf,2.0,Diesel,1988,311184,426,Volkswagen
Toyota,RAV4,1.8,Petrol,2006,143719,8362,Volkswagen
Volkswagen,Polo,2.0,Petrol,2008,60623,10741,Volkswagen
Toyota,Yaris,1.4,Hybrid,1997,164942,2668,Volkswagen
Toyota,Yaris,1.4,Petrol,2012,102450,9907,Volkswagen
Volkswagen,Polo,1.2,Petrol,2004,159228,3052,Volkswagen
BMW,M5,4.0,Petrol,2008,93810,34039,Volkswagen
Ford,Fiesta,1.0,Petrol,2007,60660,6921,Volkswagen
Volkswagen,Golf,1.6,Hybrid,1992,260557,917,Volkswagen
BMW,Z4,2.0,Petrol,1995,206258,2249,Volkswagen
Ford,Mondeo,2.0,Diesel,1990,170060,2080,Volkswagen
Ford,Focus,1.6,Petrol,1995,79437,5031,Volkswagen
Volkswagen,Polo,1.0,Petrol,1995,201962,1059,Volkswagen
Toyota,Prius,1.0,Hybrid,2000,215335,2311,Volkswagen
Volkswagen,Polo,1.6,Petrol,2010,58375,11137,Volkswagen
Volkswagen,Passat,2.0,Petrol,1999,166866,3918,Volkswagen
Toyota,Prius,1.8,Hybrid,1993,196582,2296,Volkswagen
Volkswagen,Passat,1.6,Diesel,1991,165322,2186,Volkswagen
Toyota,RAV4,2.2,Hybrid,2000,12245,18184,Volkswagen
Toyota,Yaris,1.2,Hybrid,2021,13737,35361,Volkswagen
Volkswagen,Polo,2.0,Petrol,2019,25388,27682,Volkswagen
Volkswagen,Golf,1.8,Diesel,1994,94438,3961,Volkswagen
Ford,Focus,1.6,Petrol,1996,170763,2652,Volkswagen
Porsche,718 Cayman,2.0,Petrol,2012,97393,20537,Volkswagen
Toyota,Yaris,1.4,Petrol,2018,29265,23912,Volkswagen
Volkswagen,Polo,1.4,Petrol,2001,216561,1642,Volkswagen
Toyota,Yaris,1.2,Petrol,2011,70457,10746,Volkswagen
Porsche,911,3.5,Petrol,1991,66112,14679,Volkswagen
Toyota,Yaris,1.0,Petrol,2016,26137,18004,Volkswagen
Ford,Focus,1.8,Diesel,2017,42690,30817,Volkswagen
BMW,Z4,2.4,Petrol,2022,5639,64236,Volkswagen
Toyota,Yaris,1.4,Hybrid,1990,180636,1464,Volkswagen
Toyota,Prius,1.8,Hybrid,1999,206392,3141,Volkswagen
Ford,Focus,1.6,Diesel,2019,24200,36976,Volkswagen
BMW,M5,5.0,Petrol,1991,221986,4268,Volkswagen
Toyota,Prius,1.8,Hybrid,1991,47087,6289,Volkswagen
Ford,Fiesta,1.0,Petrol,2012,46135,10585,Volkswagen
Volkswagen,Golf,1.4,Diesel,1992,127561,2383,Volkswagen
